CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12513,112,1,612.29,0,Regular Customers
12514,266,1,1017.68,2,Low-Value Customers
12515,352,1,383.7,2,Low-Value Customers
12516,77,2,1312.06,0,Regular Customers
12517,27,5,2481.6,0,Regular Customers
12518,0,5,2056.89,0,Regular Customers
12519,63,1,330.84,0,Regular Customers
12520,78,5,2634.26,0,Regular Customers
12521,142,1,599.68,2,Low-Value Customers
12522,38,2,192.72,0,Regular Customers
12523,18,11,1789.77,0,Regular Customers
12524,8,8,4485.72,0,Regular Customers
12526,0,3,1316.66,0,Regular Customers
12527,81,3,348.71000000000004,0,Regular Customers
12528,8,6,1933.48,0,Regular Customers
12530,59,4,1662.28,0,Regular Customers
12531,14,1,125.22,0,Regular Customers
12532,29,1,349.83000000000004,0,Regular Customers
12534,130,1,1089.18,0,Regular Customers
12535,91,2,716.35,0,Regular Customers
12536,42,3,12601.830000000002,0,Regular Customers
12538,28,1,363.95,0,Regular Customers
12539,21,4,5568.35,0,Regular Customers
12540,19,17,13400.24,0,Regular Customers
12541,29,3,981.18,0,Regular Customers
12544,35,1,372.7,0,Regular Customers
12545,74,2,1000.39,0,Regular Customers
12546,46,2,1161.5,0,Regular Customers
12547,197,2,207.8,2,Low-Value Customers
12548,165,1,95.2,2,Low-Value Customers
12550,78,1,964.83,0,Regular Customers
12551,357,1,168.0,2,Low-Value Customers
12552,38,2,437.82,0,Regular Customers
12553,7,10,3692.28,0,Regular Customers
12556,49,2,599.56,0,Regular Customers
12557,15,5,11990.96,0,Regular Customers
12558,7,1,269.96,0,Regular Customers
12559,310,2,561.71,2,Low-Value Customers
12560,4,3,2134.01,0,Regular Customers
12561,302,1,238.85,2,Low-Value Customers
12562,7,7,3781.74,0,Regular Customers
12564,260,1,456.9,2,Low-Value Customers
12565,288,1,145.92,2,Low-Value Customers
12566,85,1,351.65,0,Regular Customers
12567,22,10,9401.28,0,Regular Customers
12569,1,32,4124.69,0,Regular Customers
12571,39,2,519.61,0,Regular Customers
12572,8,2,1020.42,0,Regular Customers
12573,226,1,160.54000000000002,2,Low-Value Customers
12574,315,1,218.45,2,Low-Value Customers
12576,35,5,1315.83,0,Regular Customers
12577,34,3,626.6,0,Regular Customers
12578,20,2,2794.51,0,Regular Customers
12579,77,1,440.42,0,Regular Customers
12580,246,1,415.7,2,Low-Value Customers
12581,39,1,197.71,0,Regular Customers
12582,238,2,511.36,2,Low-Value Customers
12583,2,15,7281.38,0,Regular Customers
12584,3,9,2338.15,0,Regular Customers
12585,233,2,2040.1,2,Low-Value Customers
12586,16,1,196.94000000000003,0,Regular Customers
12587,7,1,144.0,0,Regular Customers
12588,38,1,214.9,0,Regular Customers
12589,28,2,646.68,0,Regular Customers
12590,210,2,9864.26,2,Low-Value Customers
12591,316,1,452.85,2,Low-Value Customers
12592,91,2,437.6,0,Regular Customers
12593,108,3,418.1,0,Regular Customers
12594,37,10,3338.2200000000003,0,Regular Customers
12596,50,2,618.27,0,Regular Customers
12597,18,4,3811.22,0,Regular Customers
12598,9,8,3023.08,0,Regular Customers
12599,28,7,1032.58,0,Regular Customers
12600,28,10,2599.04,0,Regular Customers
12601,189,5,577.0600000000001,2,Low-Value Customers
12602,58,1,153.12,0,Regular Customers
12603,21,1,739.1999999999999,0,Regular Customers
12604,78,2,254.18,0,Regular Customers
12607,59,1,1579.51,0,Regular Customers
12609,77,3,1126.85,0,Regular Customers
12610,22,5,2099.54,0,Regular Customers
12611,51,1,1193.32,0,Regular Customers
12612,73,1,704.0400000000001,0,Regular Customers
12613,56,5,3344.38,0,Regular Customers
12614,277,1,315.6,2,Low-Value Customers
12615,1,4,2291.19,0,Regular Customers
12616,94,2,713.3,0,Regular Customers
12617,28,1,352.98,0,Regular Customers
12618,21,1,177.31,0,Regular Customers
12619,15,9,3641.24,0,Regular Customers
12620,14,3,1339.41,0,Regular Customers
12621,1,20,13689.67,0,Regular Customers
12622,231,1,180.1,2,Low-Value Customers
12623,275,1,305.1,2,Low-Value Customers
12624,105,2,641.13,0,Regular Customers
12625,211,2,2683.82,2,Low-Value Customers
12626,22,9,6620.48,0,Regular Customers
12627,10,7,4478.53,0,Regular Customers
12628,3,3,786.46,0,Regular Customers
12630,9,2,1270.88,0,Regular Customers
12631,56,1,640.5,0,Regular Customers
12633,58,4,2163.98,0,Regular Customers
12635,89,2,1689.18,0,Regular Customers
12637,66,8,6002.9,0,Regular Customers
12638,32,1,671.69,0,Regular Customers
12639,238,1,486.1,2,Low-Value Customers
12640,23,3,1174.58,0,Regular Customers
12641,114,1,185.9,0,Regular Customers
12642,24,3,1013.26,0,Regular Customers
12643,127,6,3344.64,0,Regular Customers
12644,129,1,477.91,0,Regular Customers
12645,33,4,1775.18,0,Regular Customers
12646,4,2,1346.97,0,Regular Customers
12647,21,12,3722.82,0,Regular Customers
12648,154,1,318.05,2,Low-Value Customers
12649,106,3,623.51,0,Regular Customers
12650,2,1,314.44,0,Regular Customers
12651,334,1,114.0,2,Low-Value Customers
12652,330,1,919.98,2,Low-Value Customers
12653,148,2,2209.85,2,Low-Value Customers
12654,10,5,601.98,0,Regular Customers
12656,16,5,4051.17,0,Regular Customers
12657,10,4,1643.18,0,Regular Customers
12658,18,1,686.05,0,Regular Customers
12659,29,1,91.68,0,Regular Customers
12660,10,1,245.1,0,Regular Customers
12662,0,11,3849.78,0,Regular Customers
12664,7,9,4881.88,0,Regular Customers
12665,324,1,63.0,2,Low-Value Customers
12667,57,1,620.13,0,Regular Customers
12668,11,4,3807.15,0,Regular Customers
12669,150,3,2744.03,2,Low-Value Customers
12670,9,5,2996.05,0,Regular Customers
12672,329,1,225.9,2,Low-Value Customers
12673,4,2,610.52,0,Regular Customers
12674,38,4,1970.6,0,Regular Customers
12676,24,6,1331.39,0,Regular Customers
12678,41,12,17628.46,0,Regular Customers
12679,58,4,1113.02,0,Regular Customers
12680,0,4,862.81,0,Regular Customers
12681,14,22,13787.54,0,Regular Customers
12682,3,31,12279.82,0,Regular Customers
12683,3,15,8476.57,0,Regular Customers
12684,7,7,2283.63,0,Regular Customers
12685,27,6,2863.08,0,Regular Customers
12686,371,1,89.14,2,Low-Value Customers
12688,113,1,4873.81,0,Regular Customers
12689,25,2,1247.61,0,Regular Customers
12690,205,1,389.01,2,Low-Value Customers
12691,27,6,1035.8,0,Regular Customers
12693,126,4,855.91,0,Regular Customers
12694,69,2,869.67,0,Regular Customers
12695,6,4,582.1,0,Regular Customers
12697,28,3,957.59,0,Regular Customers
12700,7,4,4939.99,0,Regular Customers
12701,79,2,797.71,0,Regular Customers
12702,19,1,219.0,0,Regular Customers
12703,70,1,283.55,0,Regular Customers
12704,6,8,2340.84,0,Regular Customers
12705,14,9,6868.29,0,Regular Customers
12707,291,1,603.42,2,Low-Value Customers
12708,29,10,2712.91,0,Regular Customers
12709,14,15,9706.52,0,Regular Customers
12710,96,3,1149.02,0,Regular Customers
12712,28,13,4396.13,0,Regular Customers
12713,0,1,848.55,0,Regular Customers
12714,8,5,4708.86,0,Regular Customers
12715,105,1,343.36,0,Regular Customers
12716,3,2,1053.49,0,Regular Customers
12717,150,2,1030.98,2,Low-Value Customers
12718,70,1,238.25,0,Regular Customers
12719,4,2,644.95,0,Regular Customers
12720,2,25,5781.73,0,Regular Customers
12721,31,6,2656.13,0,Regular Customers
12722,84,4,997.63,0,Regular Customers
12723,3,5,725.07,0,Regular Customers
12724,4,4,1031.41,0,Regular Customers
12725,370,1,427.8,2,Low-Value Customers
12726,27,7,2609.1,0,Regular Customers
12727,10,7,3980.7,0,Regular Customers
12728,70,4,836.33,0,Regular Customers
12729,113,1,453.01,0,Regular Customers
12731,23,12,18895.91,0,Regular Customers
12732,179,1,236.26,2,Low-Value Customers
12733,233,1,383.95,2,Low-Value Customers
12734,352,1,110.4,2,Low-Value Customers
12735,314,2,779.5699999999999,2,Low-Value Customers
12736,332,1,234.0,2,Low-Value Customers
12738,371,1,155.35,2,Low-Value Customers
12739,77,2,1013.04,0,Regular Customers
12740,63,1,427.6,0,Regular Customers
12743,133,2,540.13,0,Regular Customers
12744,51,7,21279.29,0,Regular Customers
12747,1,11,4196.01,0,Regular Customers
12748,0,209,33053.19,1,High-Value Customers
12749,3,5,4090.88,0,Regular Customers
12750,128,1,275.88,0,Regular Customers
12752,80,1,4366.78,0,Regular Customers
12753,22,6,21429.39,0,Regular Customers
12754,235,3,3010.74,2,Low-Value Customers
12755,280,1,17.549999999999997,2,Low-Value Customers
12756,86,1,112.07999999999998,0,Regular Customers
12757,15,13,7834.650000000001,0,Regular Customers
12758,116,2,2791.59,0,Regular Customers
12759,51,3,1531.44,0,Regular Customers
12762,7,2,1898.52,0,Regular Customers
12763,137,2,494.08,0,Regular Customers
12764,316,1,1693.88,2,Low-Value Customers
12766,3,7,6989.63,0,Regular Customers
12769,238,1,1143.6,2,Low-Value Customers
12770,210,1,1351.45,2,Low-Value Customers
12772,59,1,892.47,0,Regular Customers
12775,16,5,1386.04,0,Regular Customers
12778,19,6,822.23,0,Regular Customers
12779,37,8,3981.36,0,Regular Customers
12781,63,2,826.74,0,Regular Customers
12782,4,5,2330.92,0,Regular Customers
12783,1,6,2225.91,0,Regular Customers
12784,8,2,532.8199999999999,0,Regular Customers
12785,363,1,311.95,2,Low-Value Customers
12787,9,3,463.66,0,Regular Customers
12789,64,1,91.85,0,Regular Customers
12790,191,1,324.92,2,Low-Value Customers
12791,373,1,192.6,2,Low-Value Customers
12792,256,1,400.54,2,Low-Value Customers
12793,334,2,545.48,2,Low-Value Customers
12794,52,2,860.41,0,Regular Customers
12795,18,1,430.48,0,Regular Customers
12797,365,1,254.03,2,Low-Value Customers
12798,43,2,3325.44,0,Regular Customers
12802,186,1,427.58,2,Low-Value Customers
12808,36,3,483.65,0,Regular Customers
12809,177,1,489.31,2,Low-Value Customers
12811,260,3,514.85,2,Low-Value Customers
12812,44,1,229.64,0,Regular Customers
12814,101,1,125.92,0,Regular Customers
12815,147,2,1063.46,2,Low-Value Customers
12816,95,2,572.2,0,Regular Customers
12817,280,1,166.04,2,Low-Value Customers
12818,261,1,1542.08,2,Low-Value Customers
12820,2,4,942.34,0,Regular Customers
12821,213,1,92.72,2,Low-Value Customers
12822,70,2,948.88,0,Regular Customers
12823,74,5,1759.5,0,Regular Customers
12824,59,1,397.12,0,Regular Customers
12826,2,7,1474.72,0,Regular Customers
12827,5,3,430.15,0,Regular Customers
12828,2,6,1018.71,0,Regular Customers
12829,336,2,293.0,2,Low-Value Customers
12830,37,6,6814.64,0,Regular Customers
12831,261,1,215.05,2,Low-Value Customers
12832,31,2,383.03,0,Regular Customers
12833,144,1,417.38,2,Low-Value Customers
12834,282,1,312.38,2,Low-Value Customers
12836,58,4,2610.36,0,Regular Customers
12837,172,1,134.1,2,Low-Value Customers
12838,33,2,671.95,0,Regular Customers
12839,2,14,5591.42,0,Regular Customers
12840,143,4,2726.77,0,Regular Customers
12841,4,25,3991.58,0,Regular Customers
12842,69,2,1118.99,0,Regular Customers
12843,65,8,1702.26,0,Regular Customers
12844,28,2,325.96000000000004,0,Regular Customers
12845,266,4,354.09,2,Low-Value Customers
12847,21,1,843.64,0,Regular Customers
12849,30,2,1010.29,0,Regular Customers
12851,96,1,131.81,0,Regular Customers
12852,294,1,311.55,2,Low-Value Customers
12853,134,6,1957.1,0,Regular Customers
12854,78,3,1316.25,0,Regular Customers
12855,372,1,38.1,2,Low-Value Customers
12856,7,6,2170.78,0,Regular Customers
12857,210,2,1106.4,2,Low-Value Customers
12863,51,1,521.2,0,Regular Customers
12864,137,1,147.12,2,Low-Value Customers
12865,25,2,1568.23,0,Regular Customers
12866,282,1,559.12,2,Low-Value Customers
12867,25,7,4009.34,0,Regular Customers
12868,185,6,1607.0600000000002,2,Low-Value Customers
12871,83,2,380.64,0,Regular Customers
12872,326,2,599.97,2,Low-Value Customers
12873,281,1,374.0,2,Low-Value Customers
12875,142,1,49.470000000000006,2,Low-Value Customers
12876,57,2,2218.02,0,Regular Customers
12877,3,12,1535.77,0,Regular Customers
12878,235,2,854.99,2,Low-Value Customers
12879,44,3,573.22,0,Regular Customers
12881,275,1,298.0,2,Low-Value Customers
12882,8,2,1463.04,0,Regular Customers
12883,24,4,703.47,0,Regular Customers
12884,87,1,309.05,0,Regular Customers
12885,62,3,1175.22,0,Regular Customers
12886,67,2,1378.4,0,Regular Customers
12888,213,2,354.12,2,Low-Value Customers
12890,23,1,376.72,0,Regular Customers
12891,185,3,331.0,2,Low-Value Customers
12893,30,1,176.55,0,Regular Customers
12895,41,2,372.8,0,Regular Customers
12897,204,2,216.5,2,Low-Value Customers
12901,9,26,12960.74,0,Regular Customers
12902,264,1,138.68,2,Low-Value Customers
12904,17,2,496.06,0,Regular Customers
12906,11,5,2919.81,0,Regular Customers
12908,175,2,750.0,2,Low-Value Customers
12909,39,5,2178.67,0,Regular Customers
12910,22,8,3075.04,0,Regular Customers
12912,2,5,1662.3,0,Regular Customers
12913,4,5,2483.63,0,Regular Customers
12915,148,2,363.65,2,Low-Value Customers
12916,138,4,2944.95,0,Regular Customers
12917,127,1,594.0,0,Regular Customers
12919,7,6,1335.19,0,Regular Customers
12920,16,1,162.78,0,Regular Customers
12921,8,37,16587.09,0,Regular Customers
12922,160,1,405.38,2,Low-Value Customers
12923,63,1,172.82,0,Regular Customers
12924,87,4,933.7,0,Regular Customers
12925,4,2,694.05,0,Regular Customers
12928,34,5,2062.7000000000003,0,Regular Customers
12929,311,1,117.85,2,Low-Value Customers
12930,77,2,415.8,0,Regular Customers
12931,21,15,34771.96,0,Regular Customers
12933,23,3,607.53,0,Regular Customers
12935,1,7,2160.7,0,Regular Customers
12936,16,4,1063.9,0,Regular Customers
12937,14,4,1504.27,0,Regular Customers
12938,25,1,114.14,0,Regular Customers
12939,63,8,11581.8,0,Regular Customers
12940,54,2,899.69,0,Regular Customers
12942,130,3,675.6,0,Regular Customers
12944,35,2,604.51,0,Regular Customers
12945,287,1,462.95,2,Low-Value Customers
12947,143,6,1603.99,0,Regular Customers
12948,15,7,2064.95,0,Regular Customers
12949,30,8,4167.22,0,Regular Customers
12950,1,3,1843.0,0,Regular Customers
12951,8,6,1064.07,0,Regular Customers
12952,5,4,1387.79,0,Regular Customers
12953,9,1,329.85,0,Regular Customers
12955,0,11,4757.16,0,Regular Customers
12956,305,1,108.07,2,Low-Value Customers
12957,9,8,4017.54,0,Regular Customers
12962,6,2,266.39,0,Regular Customers
12963,7,8,1856.63,0,Regular Customers
12965,88,1,769.8100000000001,0,Regular Customers
12966,9,1,160.18,0,Regular Customers
12967,357,2,1660.9,2,Low-Value Customers
12968,111,1,135.95,0,Regular Customers
12970,6,4,405.47,0,Regular Customers
12971,3,86,11189.91,1,High-Value Customers
12974,197,1,144.8,2,Low-Value Customers
12976,211,1,738.6,2,Low-Value Customers
12977,155,1,39.24,2,Low-Value Customers
12980,157,9,7374.900000000001,0,Regular Customers
12981,29,2,372.22,0,Regular Customers
12982,242,1,390.54,2,Low-Value Customers
12984,18,1,97.5,0,Regular Customers
12985,0,2,1239.38,0,Regular Customers
12987,73,2,558.7,0,Regular Customers
12988,291,1,505.82,2,Low-Value Customers
12989,2,15,6924.110000000001,0,Regular Customers
12990,30,3,409.5,0,Regular Customers
12991,22,2,503.76,0,Regular Customers
12993,22,4,414.76,0,Regular Customers
12994,3,3,974.42,0,Regular Customers
12995,84,1,211.32,0,Regular Customers
12997,21,4,1226.89,0,Regular Customers
12999,195,3,455.88,2,Low-Value Customers
13000,106,3,534.85,0,Regular Customers
13001,3,13,9785.97,0,Regular Customers
13002,317,1,120.95,2,Low-Value Customers
13003,105,3,149.05,0,Regular Customers
13004,11,18,5655.91,0,Regular Customers
13005,173,2,513.7,2,Low-Value Customers
13006,55,1,81.57,0,Regular Customers
13008,322,1,229.47,2,Low-Value Customers
13011,371,1,50.55,2,Low-Value Customers
13012,8,8,1646.84,0,Regular Customers
13013,0,13,4810.9400000000005,0,Regular Customers
13014,10,10,3466.28,0,Regular Customers
13015,52,5,3339.64,0,Regular Customers
13016,72,3,789.89,0,Regular Customers
13017,6,1,204.0,0,Regular Customers
13018,15,28,7277.7,0,Regular Customers
13021,3,9,2616.38,0,Regular Customers
13023,63,2,689.9,0,Regular Customers
13026,0,5,975.36,0,Regular Customers
13027,113,6,5856.0,0,Regular Customers
13028,22,2,661.3199999999999,0,Regular Customers
13029,30,3,1247.5,0,Regular Customers
13030,10,2,752.4399999999999,0,Regular Customers
13032,51,2,1010.18,0,Regular Customers
13033,356,1,190.55,2,Low-Value Customers
13034,54,2,642.77,0,Regular Customers
13035,73,2,921.88,0,Regular Customers
13037,137,3,881.07,0,Regular Customers
13038,79,3,908.46,0,Regular Customers
13040,8,2,676.99,0,Regular Customers
13043,272,1,516.42,2,Low-Value Customers
13044,290,1,560.47,2,Low-Value Customers
13045,98,1,305.28000000000003,0,Regular Customers
13046,30,2,629.31,0,Regular Customers
13047,31,10,3237.54,0,Regular Customers
13048,13,4,1819.41,0,Regular Customers
13049,63,2,656.6800000000001,0,Regular Customers
13050,14,17,5836.86,0,Regular Customers
13052,211,1,348.15000000000003,2,Low-Value Customers
13055,77,3,1214.41,0,Regular Customers
13058,24,3,271.40000000000003,0,Regular Customers
13059,249,1,183.4,2,Low-Value Customers
13060,253,1,307.53,2,Low-Value Customers
13061,71,1,248.61,0,Regular Customers
13062,190,1,346.98,2,Low-Value Customers
13064,12,4,1105.59,0,Regular Customers
13065,372,1,205.86,2,Low-Value Customers
13066,23,2,470.8,0,Regular Customers
13067,81,1,115.46,0,Regular Customers
13068,9,2,344.0,0,Regular Customers
13069,0,24,4186.64,0,Regular Customers
13070,191,1,228.8,2,Low-Value Customers
13072,266,1,177.15,2,Low-Value Customers
13075,129,1,919.61,0,Regular Customers
13077,0,4,728.02,0,Regular Customers
13078,2,26,12627.94,0,Regular Customers
13079,3,5,220.1,0,Regular Customers
13080,178,1,58.08,2,Low-Value Customers
13081,11,11,28337.38,0,Regular Customers
13082,125,9,2749.63,0,Regular Customers
13083,3,2,303.75,0,Regular Customers
13085,157,2,416.08,2,Low-Value Customers
13089,2,97,58762.08,1,High-Value Customers
13090,8,14,8910.82,0,Regular Customers
13091,27,1,345.82,0,Regular Customers
13092,70,5,477.83,0,Regular Customers
13093,275,8,7832.47,2,Low-Value Customers
13094,20,12,1927.32,0,Regular Customers
13095,70,1,74.39999999999999,0,Regular Customers
13097,32,10,6003.22,0,Regular Customers
13098,0,28,28882.44,0,Regular Customers
13099,98,1,207.36,0,Regular Customers
13101,233,1,101.19,2,Low-Value Customers
13102,0,24,6424.09,0,Regular Customers
13103,39,1,243.94,0,Regular Customers
13104,2,6,1098.48,0,Regular Customers
13106,132,1,76.5,0,Regular Customers
13107,43,4,1531.62,0,Regular Customers
13108,372,1,350.06,2,Low-Value Customers
13109,59,2,786.54,0,Regular Customers
13110,30,7,1488.67,0,Regular Customers
13113,0,24,12245.96,0,Regular Customers
13115,11,4,2294.78,0,Regular Customers
13116,137,1,501.14,2,Low-Value Customers
13117,21,8,984.91,0,Regular Customers
13118,19,5,1197.81,0,Regular Customers
13120,238,1,30.6,2,Low-Value Customers
13121,268,1,283.73,2,Low-Value Customers
13122,93,2,922.39,0,Regular Customers
13124,89,3,3756.33,0,Regular Customers
13126,4,8,2099.64,0,Regular Customers
13127,77,1,259.17,0,Regular Customers
13130,93,1,64.0,0,Regular Customers
13131,22,3,1073.3,0,Regular Customers
13132,261,1,77.3,2,Low-Value Customers
13133,273,2,109.8,2,Low-Value Customers
13134,85,4,1793.58,0,Regular Customers
13136,55,5,2607.61,0,Regular Customers
13137,10,8,3603.29,0,Regular Customers
13138,21,6,962.39,0,Regular Customers
13139,15,7,5064.94,0,Regular Customers
13140,107,3,422.47,0,Regular Customers
13141,84,5,2388.75,0,Regular Customers
13142,18,1,307.09,0,Regular Customers
13144,332,1,110.95,2,Low-Value Customers
13145,39,4,618.52,0,Regular Customers
13146,25,1,228.91,0,Regular Customers
13147,9,4,712.8000000000001,0,Regular Customers
13148,28,12,3683.26,0,Regular Customers
13149,13,4,1676.06,0,Regular Customers
13151,295,1,1257.87,2,Low-Value Customers
13153,5,1,486.22,0,Regular Customers
13155,32,4,971.76,0,Regular Customers
13157,48,4,1741.22,0,Regular Customers
13158,94,4,1201.06,0,Regular Customers
13159,8,4,1429.35,0,Regular Customers
13160,21,1,91.8,0,Regular Customers
13161,312,1,112.75,2,Low-Value Customers
13162,121,4,1688.29,0,Regular Customers
13165,45,2,1021.48,0,Regular Customers
13166,282,1,417.2,2,Low-Value Customers
13167,18,4,791.33,0,Regular Customers
13168,35,4,1299.59,0,Regular Customers
13169,63,2,712.88,0,Regular Customers
13170,26,1,108.81,0,Regular Customers
13171,21,3,468.41,0,Regular Customers
13173,3,2,353.65,0,Regular Customers
13174,15,3,2742.82,0,Regular Customers
13176,45,1,481.49,0,Regular Customers
13177,64,1,282.45,0,Regular Customers
13178,25,11,5725.47,0,Regular Customers
13182,44,1,121.18,0,Regular Customers
13183,7,9,3957.78,0,Regular Customers
13184,14,10,1668.95,0,Regular Customers
13185,267,1,71.4,2,Low-Value Customers
13186,39,3,1575.89,0,Regular Customers
13187,336,1,236.02,2,Low-Value Customers
13188,10,1,114.6,0,Regular Customers
13189,18,2,260.68,0,Regular Customers
13192,94,2,911.94,0,Regular Customers
13193,60,1,112.08,0,Regular Customers
13194,135,1,60.7,0,Regular Customers
13196,10,4,1797.78,0,Regular Customers
13198,9,6,3401.24,0,Regular Customers
13199,3,38,9817.12,0,Regular Customers
13200,18,4,870.09,0,Regular Customers
13203,9,4,869.46,0,Regular Customers
13207,14,2,250.26,0,Regular Customers
13208,58,6,1217.65,0,Regular Customers
13209,29,8,5891.61,0,Regular Customers
13210,93,1,353.48,0,Regular Customers
13211,9,3,1095.42,0,Regular Customers
13212,19,3,786.83,0,Regular Customers
13213,56,5,1520.58,0,Regular Customers
13216,267,1,333.74,2,Low-Value Customers
13217,121,3,533.98,0,Regular Customers
13218,126,1,62.63999999999999,0,Regular Customers
13220,77,4,819.2900000000001,0,Regular Customers
13221,239,2,847.41,2,Low-Value Customers
